order	family	genus	species	binomial	bmass	blength	homerangekm2	homerangeindkm2	popdens.n-km2	gr_area-km2	gr_maxlat-dd
Lagomorpha	Leporidae	Lepus	timidus	Lepus timidus	3105.42	509	0.86	0.92	-999	19946363.54	77.73
Artiodactyla	Cervidae	Hippocamelus	bisulcus	Hippocamelus bisulcus	69240.81	1550	0.86	-999	1.12	121225.02	-36.52
Primates	Cebidae	Cebus	apella	Cebus apella	2758.38	422.69	0.88	1.8	23.77	10768851.82	7.12
Primates	Cercopithecidae	Macaca	radiata	Macaca radiata	4999.99	475	0.88	-999	8.3	679816.3	21.12
Primates	Cercopithecidae	Macaca	silenus	Macaca silenus	5995.25	547.35	0.88	0.86	1.01	56995.19	16.17
Artiodactyla	Bovidae	Connochaetes	gnou	Connochaetes gnou	156547.53	1821.79	0.95	-999	34.62	132200.71	-26.92
Diprotodontia	Macropodidae	Macropus	robustus	Macropus robustus	25978.92	-999	0.98	0.71	40	6741241.31	-11.11
Artiodactyla	Cervidae	Capreolus	pygargus	Capreolus pygargus	41371.03	1320	0.99	1.06	80	9816965.75	62.64
Carnivora	Canidae	Canis	adustus	Canis adustus	10392.49	745.32	1.01	1.01	0.74	10581413.14	16.72
Primates	Atelidae	Brachyteles	arachnoides	Brachyteles arachnoides	10537.31	578.19	1.04	2.12	5.49	6796.12	-22.21
Primates	Hylobatidae	Nomascus	concolor	Nomascus concolor	6410.47	545	1.05	1.5	6.17	191956.23	25.32
Rodentia	Hystricidae	Hystrix	indica	Hystrix indica	14298.6	747.76	1.05	1.5	5.11	9590116.31	43.49
Carnivora	Canidae	Otocyon	megalotis	Otocyon megalotis	4098.12	537.63	1.13	1.36	1.18	5001822.67	9.64
Primates	Cercopithecidae	Cercopithecus	pogonias	Cercopithecus pogonias	3578.27	459.99	1.15	1.74	19.04	1592652.96	9.13
Carnivora	Canidae	Nyctereutes	procyonoides	Nyctereutes procyonoides	4214.99	447.38	1.15	1.22	12.02	6704451.99	56.61
Primates	Cercopithecidae	Cercopithecus	nictitans	Cercopithecus nictitans	5256.91	549.99	1.15	1.74	22.5	2185668.95	9.44
Perissodactyla	Tapiridae	Tapirus	bairdii	Tapirus bairdii	293781.59	2199.99	1.15	0.94	0.34	188831.76	20.56
Primates	Atelidae	Ateles	chamek	Ateles chamek	7053.92	454.28	1.16	-999	3.39	990902.31	-2.58
Primates	Cercopithecidae	Theropithecus	gelada	Theropithecus gelada	15964.11	620	1.16	-999	51.42	153882.5	14.2
Carnivora	Canidae	Vulpes	cana	Vulpes cana	988.5	425.92	1.17	1.52	1.25	2162391.85	40.82
Artiodactyla	Suidae	Sus	scrofa	Sus scrofa	84471.54	1349.99	1.18	5.8	3.54	25951693.02	59.99
Carnivora	Eupleridae	Mungotictis	decemlineata	Mungotictis decemlineata	657.03	311.18	1.19	-999	7.33	17099.69	-19.69
Carnivora	Mustelidae	Meles	meles	Meles meles	11884.03	705.89	1.2	1.42	2.52	-999	-999
Primates	Cercopithecidae	Cercopithecus	diana	Cercopithecus diana	4358.91	470	1.25	1.89	16.47	177249.87	8.95
Artiodactyla	Bovidae	Kobus	ellipsiprymnus	Kobus ellipsiprymnus	204393.48	-999	1.28	-999	2.46	10067123.88	16.11
Carnivora	Felidae	Felis	silvestris	Felis silvestris	4573.08	498.51	1.29	1.36	0.36	32110980.01	52.02
Primates	Cercopithecidae	Semnopithecus	entellus	Semnopithecus entellus	12679.29	595	1.3	-999	17.28	1516357.53	29.95
Rodentia	Hystricidae	Hystrix	africaeaustralis	Hystrix africaeaustralis	14936.02	-999	1.31	1.23	-999	8461036.56	0.81
Artiodactyla	Suidae	Phacochoerus	aethiopicus	Phacochoerus aethiopicus	75607.52	-999	1.35	1.27	7.61	851932.22	11.49
Dasyuromorphia	Dasyuridae	Dasyurus	maculatus	Dasyurus maculatus	3284.15	427.29	1.36	1.46	3.49	580449.23	-14.16
Primates	Atelidae	Ateles	paniscus	Ateles paniscus	8697.25	575.96	1.36	2.19	8	892635.1	7.28
Artiodactyla	Tayassuidae	Pecari	tajacu	Pecari tajacu	21133.69	889.34	1.37	1.82	7.92	15771441.38	35.07
Primates	Lemuridae	Varecia	variegata	Varecia variegata	3849.99	547.35	1.39	1.97	27.83	60508.59	-15.11
Primates	Cercopithecidae	Nasalis	larvatus	Nasalis larvatus	12265.65	647.49	1.4	-999	8.99	574819.55	7.03
Carnivora	Felidae	Felis	catus	Felis catus	2884.8	-999	1.41	1.52	3.47	-999	-999
Carnivora	Canidae	Cerdocyon	thous	Cerdocyon thous	5741.66	648.06	1.41	1.49	3.54	7091683.41	12.22
Carnivora	Ailuridae	Ailurus	fulgens	Ailurus fulgens	5170.08	582.32	1.43	1.52	-999	1075406.59	35.36
Primates	Cercopithecidae	Macaca	fuscata	Macaca fuscata	10114.76	826.71	1.43	-999	30.19	177385.93	41.54
Artiodactyla	Cervidae	Cervus	nippon	Cervus nippon	52999.99	1200.51	1.43	0.62	0.75	2714652.61	47.71
Artiodactyla	Bovidae	Gazella	gazella	Gazella gazella	21306.83	1012.85	1.46	1.37	0.4	1151478.67	34.39
Primates	Pitheciidae	Chiropotes	satanas	Chiropotes satanas	2967.27	416.26	1.48	2.25	15.6	-999	-999
Carnivora	Hyaenidae	Proteles	cristata	Proteles cristata	8139.39	697.91	1.51	1.81	0.81	6435462.88	23.34
Artiodactyla	Suidae	Phacochoerus	africanus	Phacochoerus africanus	82499.99	1355.54	1.55	-999	-999	11093470.88	18.77
Artiodactyla	Bovidae	Tragelaphus	angasii	Tragelaphus angasii	87616.76	1935.86	1.63	-999	126.94	274074.58	-15.6
Carnivora	Herpestidae	Mungos	mungo	Mungos mungo	1260	362.42	1.66	2.16	16.98	15894555.38	17.52
Primates	Cebidae	Cebus	olivaceus	Cebus olivaceus	2787.64	404.1	1.7	2.57	24.79	1484240.05	11.37
Carnivora	Herpestidae	Atilax	paludinosus	Atilax paludinosus	3600.16	499.01	1.73	1.62	-999	14296320.45	17.06
Primates	Cercopithecidae	Macaca	nemestrina	Macaca nemestrina	7820.78	535	1.75	-999	18.92	1033482.91	10.98
Carnivora	Canidae	Urocyon	cinereoargenteus	Urocyon cinereoargenteus	3833.71	601.7	1.83	1.94	2.41	9010481.09	49.72
Carnivora	Felidae	Leptailurus	serval	Leptailurus serval	11999.96	832.51	1.84	1.95	-999	12526196.74	37.05
Carnivora	Felidae	Prionailurus	bengalensis	Prionailurus bengalensis	2780.97	683.23	1.87	1.76	-999	10201747.8	50.35
Carnivora	Herpestidae	Cynictis	penicillata	Cynictis penicillata	694.41	291.87	1.89	2	-999	2233627.48	-16.73
Artiodactyla	Bovidae	Aepyceros	melampus	Aepyceros melampus	52591.69	1420	1.97	2.36	13.36	3926868.66	2.58
Primates	Pitheciidae	Chiropotes	albinasus	Chiropotes albinasus	2793.21	440	1.98	3	6.57	660974.43	-1.78
Primates	Cercopithecidae	Lophocebus	albigena	Lophocebus albigena	7418.71	521.55	1.98	4.1	14.86	2003865.93	6.46
Artiodactyla	Cervidae	Odocoileus	virginianus	Odocoileus virginianus	75901.25	1513.69	1.99	2.29	17.32	14446002.22	61.76
Artiodactyla	Cervidae	Odocoileus	hemionus	Odocoileus hemionus	84560.57	1516.5	2.01	2.85	16	6310738.18	62.28
Carnivora	Mustelidae	Martes	martes	Martes martes	1299.99	457.01	2.15	2.31	0.44	8361437.29	70.06
Carnivora	Mustelidae	Martes	foina	Martes foina	1675	458.63	2.15	2.28	-999	7011029.37	54.21
Carnivora	Herpestidae	Herpestes	ichneumon	Herpestes ichneumon	2980.02	573.28	2.18	2.05	-999	14429050.1	39.59
Primates	Cercopithecidae	Trachypithecus	geei	Trachypithecus geei	8356	605	2.22	3.75	2.6	10913.89	27.28
Lagomorpha	Leporidae	Lepus	arcticus	Lepus arcticus	4412.73	571.99	2.26	2.12	-999	3744673.1	83.62
Primates	Atelidae	Ateles	belzebuth	Ateles belzebuth	6692.42	459.3	2.28	3.24	13.49	1030364.23	4.08
Carnivora	Mephitidae	Mephitis	mephitis	Mephitis mephitis	2399.99	399.55	2.32	2.18	8.15	12277338.73	62.13
Diprotodontia	Macropodidae	Macropus	fuliginosus	Macropus fuliginosus	25564.7	-999	2.52	2.36	56	1782181.02	-26.58
Primates	Cercopithecidae	Macaca	sylvanus	Macaca sylvanus	11471.53	549.99	2.63	-999	12.5	95331.43	36.92
Artiodactyla	Bovidae	Rupicapra	rupicapra	Rupicapra rupicapra	33266.35	-999	2.65	2.49	-999	742756.93	51.33
Pilosa	Myrmecophagidae	Tamandua	tetradactyla	Tamandua tetradactyla	4800	559.33	2.72	3.02	5.31	12531429.9	12.2
