id	idpaper	data	fam	sp	spcode	marker	lifeform	dispersal	dispcode 	anacron	pollinator	pollicode	distgeo	habitat	diverhaplot	divernucleot	genetdiff	AllelesLocus	Porcpoliloci 	AllelicRichness	FIS 	phi_FT	seedwt
NA	74	rosanne	Meliaceae	Carapa guianensis	CAGUIA	ssrnuc	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	0.029	0.0530	NA
328	225	rosanne	Meliaceae	Carapa guianensis 	CAGUIA	isoz	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	0.050	NA	35.000	1.180	NA	NA	NA
379	216	rosanne	Meliaceae	Carapa procera	CAPROC	isoz	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	0.143	NA	NA
379	216	rosanne	Meliaceae	Carapa procera	CAPROC	RAPD	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	47	rosanne	Meliaceae	Carapa procera	CAPROC	isoz	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	1.750	67.000	1.300	NA	NA	NA
258	294	rosanne	Meliaceae	Carapa surinamensis	CASURI	chlorop	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	0.56000	NA	NA	NA	NA	NA	NA	NA	NA
259	294	rosanne	Meliaceae	Carapa surinamensis	CASURI	ssrnuc	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	0.360	13.570	NA	NA	NA	NA	NA
260	294	rosanne	Meliaceae	Carapa surinamensis	CASURI	ssrcp	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	4.570	NA	NA	NA	NA	NA
18	81	rosanne	Meliaceae	Cedrela fissilis	CEFISS	nucl	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
18	81	rosanne	Meliaceae	Cedrela fissilis	CEFISS	chlorop	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	5	rosanne	Meliaceae	Cedrela odorata	CEODOR	cAFLP	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.890	NA	93.800	NA	NA	NA	NA
19	5	rosanne	Meliaceae	Cedrela odorata	CEODOR	cRFLP	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.980	NA	NA	NA	NA	NA	NA
20	6	rosanne	Meliaceae	Cedrela odorata	CEODOR	cRAPD	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	0.70000	NA	0.960	NA	NA	NA	NA	NA	NA
21	305	rosanne	Meliaceae	Cedrela odorata	CEODOR	chlorop	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.720	NA	NA	NA	NA	NA	NA
21	305	rosanne	Meliaceae	Cedrela odorata	CEODOR	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.190	NA	NA	NA	NA	NA	NA
21	305	rosanne	Meliaceae	Cedrela odorata	CEODOR	ssrcp	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
142	251	rosanne	Meliaceae	Cedrela odorata	CEODOR	RAPD	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.000	NA	NA	NA	NA	NA	NA
265	9	rosanne	Meliaceae	Cedrela odorata	CEODOR	cAFLP	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.960	NA	NA	NA	NA	NA	NA
266	9	rosanne	Meliaceae	Cedrela odorata	CEODOR	cRFLP	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.960	NA	NA	NA	NA	NA	NA
228	60	rosanne	Meliaceae	Swietenia humilis	SWHUMI	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	rainforest	NA	NA	0.030	11.200	97.500	3.305	0.223	NA	NA
NA	19	rosanne	Meliaceae	Swietenia humilis	SWHUMI	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	rainforest	NA	NA	NA	8.817	NA	NA	NA	0.2000	NA
NA	67	rosanne	Meliaceae	Swietenia humilis	SWHUMI	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	117	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrcp	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.630	8.430	NA	NA	NA	NA	NA
229	144	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.180	13.000	NA	NA	0.149	NA	NA
230	190	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.150	9.500	NA	NA	0.038	NA	NA
231	287	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.060	3.360	NA	2.320	0.016	NA	NA
425	142	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.240	NA	NA	NA	0.240	NA	NA
425	142	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	AFLP	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.380	NA	50.200	NA	NA	NA	NA
NA	41	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	14.200	NA	NA	0.085	NA	NA
NA	110	rosanne	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	0.018	NA	NA
418	295	rosanne	Moraceae	Bagassa guianensis	BAGUIA	ssrnuc	Tree	mammals	ma	md	small bees	sbe	wide	rainforest	NA	NA	NA	5.910	NA	2.660	-0.047	0.0810	NA
9	303	rosanne	Moraceae	Brosimum alicastrum	BRALIC	chlorop	Tree	mammals	ma	mi	small bees	sbe	wide	sdtf	NA	0.00432	0.550	NA	NA	NA	NA	NA	NA
252	111	rosanne	Moraceae	Brosimum alicastrum	BRALIC	AFLP	Tree	mammals	ma	mi	small bees	sbe	wide	sdtf	NA	NA	0.440	NA	36.000	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus  perforata	FIPERF	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus  pertusa	FIPERT	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	212	rosanne	Moraceae	Ficus arpazusa	FIARPA	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	-0.138	NA	NA
NA	199	rosanne	Moraceae	Ficus citrifolia	FICITRI	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus citrifolia	FICITRI	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	rosanne	Moraceae	Ficus citrifolia	FICITRI	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	rosanne	Moraceae	Ficus dugandii	FIDUGA	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus dugandii	FIDUGA	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	303	rosanne	Moraceae	Ficus insipida	FIINSI	chlorop	Tree	mammals	ma	mi	wasps	wasp	wide	sdtf	NA	0.00297	0.600	NA	NA	NA	NA	NA	NA
278	111	rosanne	Moraceae	Ficus insipida	FIINSI	AFLP	Tree	mammals	ma	mi	wasps	wasp	restric	sdtf	NA	NA	0.140	NA	41.000	NA	NA	NA	NA
30	303	rosanne	Moraceae	Ficus insipida	FIINSI	chlorop	Tree	mammals	ma	mi	wasps	wasp	wide	sdtf	0.00000	0.00000	0.000	NA	NA	NA	NA	NA	NA
NA	199	rosanne	Moraceae	Ficus nymphaeifolia	FINYMP	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus nymphaeifolia	FINYMP	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	rosanne	Moraceae	Ficus nymphaeifolia	FINYMP	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	rosanne	Moraceae	Ficus obtusifolia	FIOBTU	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus obtusifolia	FIOBTU	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	rosanne	Moraceae	Ficus obtusifolia	FIOBTU	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	rosanne	Moraceae	Ficus popenoei	FIPOPE	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	rosanne	Moraceae	Ficus popenoei	FIPOPE	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	rosanne	Moraceae	Ficus popenoei	FIPOPE	isoz	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	62	rosanne	Moraceae	Poulsenia armata 	POARMA	RAPD	Tree	mammals	ma	mi	wasps	wasp	wide	rainforest	NA	NA	0.110	NA	NA	NA	NA	NA	NA
223	213	rosanne	Moraceae	Sorocea bonplandii	SOBONP	AFLP	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.030	NA	68.000	NA	NA	NA	NA
414	216	rosanne	Myristicaceae	Virola michelii	VIAMER	AFLP	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	0.214	NA	NA
414	216	rosanne	Myristicaceae	Virola michelii	VIAMER	RAPD	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	0.036	NA	NA
157	132	rosanne	Myrtaceae	Eugenia dysenterica	EUDYSE	isoz	Tree	mammals	ma	md	large bees	lbe	wide	savanna	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	7	rosanne	Myrtaceae	Eugenia dysenterica	EUDYSE	isoz	Tree	mammals	ma	md	large bees	lbe	wide	savanna	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	39	rosanne	Myrtaceae	Eugenia dysenterica	EUDYSE	isoz	Tree	mammals	ma	md	large bees	lbe	wide	savanna	NA	NA	NA	NA	NA	NA	0.243	NA	NA
158	54	rosanne	Myrtaceae	Eugenia dysenterica 	EUDYSE	ssrnuc	Tree	mammals	ma	md	large bees	lbe	wide	savanna	NA	NA	0.250	NA	NA	10.430	-0.037	NA	NA
159	55	rosanne	Myrtaceae	Eugenia dysenterica 	EUDYSE	RAPD	Tree	mammals	ma	md	large bees	lbe	wide	savanna	NA	NA	0.270	NA	NA	NA	NA	NA	NA
331	56	rosanne	Myrtaceae	Eugenia dysenterica 	EUDYSE	RAPD	Tree	mammals	ma	md	large bees	lbe	wide	savanna	NA	NA	0.090	NA	85.160	NA	0.192	NA	NA
29	138	rosanne	Myrtaceae	Eugenia uniflora	EUUNIF	AFLP	Tree	mammals	ma	mi	large bees	lbe	wide	mixed	NA	NA	0.210	NA	78.050	NA	NA	NA	NA
29	138	rosanne	Myrtaceae	Eugenia uniflora	EUUNIF	ssrcp	Tree	mammals	ma	mi	large bees	lbe	wide	mixed	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	138	rosanne	Myrtaceae	Eugenia uniflora	EUUNIF	cRFLP	Tree	mammals	ma	mi	large bees	lbe	wide	mixed	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	175	rosanne	Myrtaceae	Eugenia uniflora	EUUNIF	AFLP	Tree	mammals	ma	mi	large bees	lbe	wide	mixed	NA	NA	0.040	NA	91.400	NA	NA	NA	NA
404	26	rosanne	Myrtaceae	Myrcia splendens	MYSPLE	ISSR	Tree	birds	bi	b	large bees	lbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	210	rosanne	Myrtaceae	Myrciaria floribunda	MYFLOR	isoz	Tree	birds	bi	b	large bees	lbe	wide	rainforest	NA	NA	0.100	2.000	83.330	1.630	0.062	NA	NA
269	318	rosanne	Orchidaceae	Epidendrum denticulatum 	EPDENT	ssrnuc	Epiphyte	wind	wi	ab	butterfly	but	wide	rainforest	NA	NA	0.170	NA	NA	NA	0.107	NA	NA
270	318	rosanne	Orchidaceae	Epidendrum denticulatum 	EPDENT	ssrcp	Epiphyte	wind	wi	ab	butterfly	but	wide	rainforest	0.36400	NA	0.570	NA	NA	NA	NA	NA	NA
271	318	rosanne	Orchidaceae	Epidendrum denticulatum 	EPDENT	SNP	Epiphyte	wind	wi	ab	butterfly	but	wide	rainforest	NA	NA	0.750	NA	NA	NA	NA	NA	NA
272	260	rosanne	Orchidaceae	Epidendrum fulgens	EPFULG	ssrnuc	Epiphyte	wind	wi	ab	butterfly	but	wide	rainforest	NA	NA	0.240	15.330	NA	6.290	0.050	NA	NA
273	260	rosanne	Orchidaceae	Epidendrum fulgens	EPFULG	ssrcp	Epiphyte	wind	wi	ab	butterfly	but	wide	rainforest	0.01680	NA	NA	15.330	NA	NA	NA	NA	NA
274	271	rosanne	Orchidaceae	Epidendrum fulgens	EPFULG	ssrnuc	Epiphyte	wind	wi	ab	butterfly	but	restric	rainforest	NA	NA	0.100	NA	NA	5.800	0.086	NA	NA
275	271	rosanne	Orchidaceae	Epidendrum fulgens	EPFULG	ssrcp	Epiphyte	wind	wi	ab	butterfly	but	restric	rainforest	0.16500	NA	0.610	NA	NA	NA	NA	NA	NA
276	261	rosanne	Orchidaceae	Epidendrum puniceoluteum	EPPUNI	ssrnuc	Epiphyte	wind	wi	ab	butterfly	but	restric	rainforest	NA	NA	0.260	7.780	NA	2.340	0.065	NA	NA
277	261	rosanne	Orchidaceae	Epidendrum puniceoluteum	EPPUNI	ssrcp	Epiphyte	wind	wi	ab	butterfly	but	restric	rainforest	0.04000	NA	NA	7.780	NA	NA	NA	NA	NA
279	261	rosanne	Orchidaceae	Híbrido: Epidendrum fulgens X Epidendrum puniceoluteum	NA	ssrnuc	Epiphyte	wind	wi	ab	butterflies	but	restric	rainforest	NA	NA	0.140	14.220	NA	8.010	0.017	NA	NA
280	261	rosanne	Orchidaceae	Híbrido: Epidendrum fulgens X Epidendrum puniceoluteum	NA	ssrcp	Epiphyte	wind	wi	ab	butterflies	but	restric	rainforest	NA	NA	NA	14.220	NA	NA	NA	NA	NA
175	184	rosanne	Orchidaceae	Laelia rubescens	LARUBE	cRFLP	Epiphyte	wind	wi	ab	birds	bi	restric	sdtf	0.54200	NA	NA	NA	NA	NA	NA	NA	NA
175	184	rosanne	Orchidaceae	Laelia rubescens	LARUBE	isoz	Epiphyte	wind	wi	ab	birds	bi	restric	sdtf	0.09100	NA	0.250	2.550	73.000	NA	0.087	NA	NA
399	215	rosanne	Orchidaceae	Laelia rubescens	LARUBE	isoz	Epiphyte	wind	wi	ab	birds	bi	restric	sdtf	NA	NA	0.020	2.130	83.300	1.410	NA	NA	NA
NA	180	rosanne	Orchidaceae	Laelia rubescens	LARUBE	isoz	Epiphyte	wind	wi	ab	birds	bi	restric	sdtf	NA	NA	0.420	NA	NA	NA	NA	NA	NA
199	151	rosanne	Orchidaceae	Phragmipedium longifolium	PHLONG	AFLP	Epiphyte	wind	wi	ab	large bees	lbe	wide	wetlands	NA	NA	0.200	NA	51.500	NA	NA	NA	NA
41	168	rosanne	Papaveraceae	Hunnemannia fumariifolia	HUFUMA	chlorop	Herb	wind	wi	ab	large bees	lbe	restric	steppe	0.09530	NA	0.910	NA	NA	NA	NA	NA	NA
72	35	rosanne	Passifloraceae	Passiflora actinia	PAACTI	nucl	Creeper	mammals	ma	mi	bat	bat	wide	rainforest	NA	0.00600	NA	NA	NA	NA	NA	NA	NA
72	35	rosanne	Passifloraceae	Passiflora actinia	PAACTI	chlorop	Creeper	mammals	ma	mi	bat	bat	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	35	rosanne	Passifloraceae	Passiflora elegans 	PAELEG	nucl	Creeper	mammals	ma	mi	bat	bat	restric	rainforest	NA	0.00200	NA	NA	NA	NA	NA	NA	NA
73	35	rosanne	Passifloraceae	Passiflora elegans 	PAELEG	chlorop	Creeper	mammals	ma	mi	bat	bat	restric	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	88	rosanne	Pellicieraceae	Pelliciera  rhizophorae	PERHIZ	AFLP	Tree	hidrochory 	hi	ab	birds	bi	restric	Mangroves	NA	NA	0.030	NA	69.000	NA	NA	NA	NA
209	307	rosanne	Piperaceae	Pothomorphe umbellata	POUMBE	RAPD	Herb	mammals	ma	mi	small bees	sbe	wide	sdtf	NA	NA	0.350	5.200	96.150	1.571	NA	NA	NA
38	186	rosanne	Poaceae	Hordeum comosum	HOCOMO	chlorop	Herb	wind	wi	ab	wind	wi	restric	steppe	0.71000	NA	0.130	NA	NA	NA	NA	NA	NA
39	186	rosanne	Poaceae	Hordeum patagonicum	HOPATA	chlorop	Herb	wind	wi	ab	wind	wi	restric	steppe	0.90000	NA	0.230	NA	NA	NA	NA	NA	NA
40	186	rosanne	Poaceae	Hordeum pubiflorum	HOPUBI	chlorop	Herb	wind	wi	ab	wind	wi	restric	Grasslands	0.85000	NA	0.230	NA	NA	NA	NA	NA	NA
176	165	rosanne	Poaceae	Lolium multiflorum	LOMULT	RAPD	Herb	wind	wi	ab	wind	wi	restric	sdtf	NA	NA	0.020	NA	89.020	NA	NA	NA	NA
236	197	rosanne	Poaceae	Trachypogon plumosus	TRPLUM	isoz	Herb	wind	wi	ab	wind	wi	wide	savanna	NA	NA	0.280	NA	NA	NA	NA	NA	NA
28	265	rosanne	Proteaceae	Embothrium coccineum	EMCOCC	chlorop	Tree	wind	wi	ab	birds	bi	restric	temprainforest	0.90500	0.00057	0.590	NA	NA	NA	NA	NA	NA
268	254	rosanne	Proteaceae	Embothrium coccineum 	EMCOCC	isoz	Tree	wind	wi	ab	birds	bi	restric	steppe	NA	NA	0.200	1.840	51.500	1.340	NA	NA	NA
295	266	rosanne	Rhizophoraceae	Rhizophora harrisonii	RHHARRI	chlorop	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	0.69500	0.00500	NA	NA	NA	NA	NA	NA	NA
296	266	rosanne	Rhizophoraceae	Rhizophora harrisonii	RHHARRI	FMR	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	0.86700	0.01300	NA	NA	NA	NA	NA	NA	NA
297	266	rosanne	Rhizophoraceae	Rhizophora harrisonii	RHHARRI	ssrnuc	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	NA	NA	0.450	13.000	NA	NA	NA	NA	NA
298	266	rosanne	Rhizophoraceae	Rhizophora mangle	RHMANG	chlorop	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	0.69500	0.00500	NA	NA	NA	NA	NA	NA	NA
299	266	rosanne	Rhizophoraceae	Rhizophora mangle	RHMANG	FMR	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	0.86700	0.01300	NA	NA	NA	NA	NA	NA	NA
300	266	rosanne	Rhizophoraceae	Rhizophora mangle	RHMANG	ssrnuc	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	NA	NA	0.480	13.000	NA	NA	NA	NA	NA
301	266	rosanne	Rhizophoraceae	Rhizophora racemosa	RHRACE	chlorop	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	0.69500	0.00500	NA	NA	NA	NA	NA	NA	NA
302	266	rosanne	Rhizophoraceae	Rhizophora racemosa	RHRACE	FMR	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	0.86700	0.01300	NA	NA	NA	NA	NA	NA	NA
303	266	rosanne	Rhizophoraceae	Rhizophora racemosa	RHRACE	ssrnuc	Tree	hidrochory 	hi	ab	large bees	lbe	wide	Mangrooves	NA	NA	0.350	13.000	NA	NA	NA	NA	NA
138	255	rosanne	Rubiaceae	Calycophyllum spruceanum	CASPRU	AFLP	Tree	hidrochory 	hi	ab	moth	moth	wide	rainforest	NA	NA	0.120	NA	NA	NA	NA	NA	NA
14	241	rosanne	Rubiaceae	Carapichea ipecacuanha	CAIPEC	nucl	Tree	birds	bi	b	small bees	sbe	wide	sdtf	NA	0.01560	NA	NA	NA	NA	NA	NA	NA
15	263	rosanne	Rubiaceae	Carapichea ipecacuanha	CAIPEC	nucl	Shrub	birds	bi	b	small bees	sbe	wide	sdtf	0.80100	0.01033	NA	NA	NA	NA	NA	NA	NA
15	263	rosanne	Rubiaceae	Carapichea ipecacuanha	CAIPEC	chlorop	Shrub	birds	bi	b	small bees	sbe	wide	sdtf	0.61700	0.00107	NA	NA	NA	NA	NA	NA	NA
197	146	rosanne	Rubiaceae	Palicourea coriacea	PACORI	RAPD	Shrub	birds	bi	b	birds	bi	wide	savanna	NA	NA	0.230	NA	NA	NA	0.980	NA	NA
71	118	rosanne	Rubiaceae	Palicourea padifolia	PAPADI	chlorop	Shrub	birds	bi	b	birds	bi	wide	rainforest	0.45300	0.00046	0.780	NA	NA	NA	NA	NA	NA
218	244	rosanne	Rubiaceae	Psychotria ipecacuanha	PSIPEC	ISSR	Shrub	birds	bi	b	large bees	lbe	wide	sdtf	NA	NA	0.680	NA	97.400	NA	0.751	NA	NA
73	122	rosanne	Rubiaceae	Psychotria officinalis	PSOFFI	isoz	Shrub	birds	bi	b	large bees	lbe	wide	sdtf	NA	NA	NA	1.790	57.100	NA	NA	NA	NA
409	202	rosanne	Rubiaceae	Psychotria officinalis	PSOFFI	isoz	Shrub	birds	bi	b	large bees	lbe	wide	sdtf	NA	NA	0.100	1.750	51.440	NA	0.055	NA	NA
74	122	rosanne	Rubiaceae	Psychotria suerrensis	PSSUER	isoz	Shrub	birds	bi	b	large bees	lbe	wide	sdtf	NA	NA	NA	1.670	33.300	NA	NA	NA	NA
24	181	rosanne	Sapotaceae	Chrysophyllum cainito	CHCAIN	nucl	Tree	mammals	ma	mi	small bees	sbe	wide	mixed	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	181	rosanne	Sapotaceae	Chrysophyllum cainito	CHCAIN	chlorop	Tree	mammals	ma	mi	small bees	sbe	wide	mixed	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	216	rosanne	Sapotaceae	Chrysophyllum sanguinolentum	CHSANG	isoz	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	-0.005	NA	NA
384	216	rosanne	Sapotaceae	Chrysophyllum sanguinolentum	CHSANG	RAPD	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	216	rosanne	Sapotaceae	Chrysophyllum sanguinolentum	CHSANG	AFLP	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	162	rosanne	Sapotaceae	Manilkara huberi	MAHUBE	ssrnuc	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	20.570	NA	NA	0.222	0.1450	NA
222	167	rosanne	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.250	13.600	NA	5.380	NA	NA	NA
304	309	rosanne	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.160	5.289	NA	2.914	0.117	NA	NA
411	95	rosanne	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	8.000	NA	3.086	0.134	NA	NA
411	95	rosanne	Simaroubaceae	Simarouba amara	SIAMAR	AFLP	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	53	rosanne	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	310	rosanne	Solanaceae	Cestrum miradorense 	CEMIRA	isoz	Shrub	birds	bi	b	butterflies	but	wide	rainforest	NA	NA	0.060	NA	99.600	NA	-0.578	NA	NA
74	236	rosanne	Solanaceae	Petunia altiplana	PEALTI	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	Grasslands	0.80990	0.00160	0.720	NA	NA	NA	NA	NA	NA
75	238	rosanne	Solanaceae	Petunia axillaris	PEAXIL	chlorop	Herb	autochory	au	ab	birds	bi	restric	Grasslands	0.78400	0.00110	NA	NA	NA	NA	NA	NA	NA
76	236	rosanne	Solanaceae	Petunia bonjardinensis	PEBONJ	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	rockyfields	0.82200	0.00150	0.770	NA	NA	NA	NA	NA	NA
77	238	rosanne	Solanaceae	Petunia exserta	PEEXSE	chlorop	Herb	autochory	au	ab	moth	moth	restric	Grasslands	0.60900	0.00040	0.880	NA	NA	NA	NA	NA	NA
78	236	rosanne	Solanaceae	Petunia guarapuavensis	PEGUAR	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	Grasslands	0.74750	0.00160	0.960	NA	NA	NA	NA	NA	NA
79	236	rosanne	Solanaceae	Petunia mantiqueirensis	PEMANT	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	Grasslands	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	236	rosanne	Solanaceae	Petunia reitzii	PEREIT	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	Grasslands	0.41560	0.00080	NA	NA	NA	NA	NA	NA	NA
81	236	rosanne	Solanaceae	Petunia saxicola	PESAXI	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	rockyfields	0.34420	0.00060	NA	NA	NA	NA	NA	NA	NA
82	236	rosanne	Solanaceae	Petunia scheideana	PESCHE	chlorop	Herb	autochory	au	ab	large bees	lbe	restric	Grasslands	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	137	rosanne	Solanaceae	Solanum lycocarpum	SOLYCO	ssrnuc	Tree	mixed	ma	mi	large bees	lbe	wide	savanna	NA	NA	NA	3.900	NA	2.320	0.125	NA	NA
